Timestamp,What is your age?,What is your gender?,What is your University name?,Your current year of study?,How many cups of caffeine (tea/coffee/energy drinks) do you have daily?,How often do you use electronic devices (phone/laptop) in bed before sleep?,How often do you feel cognitive load?,How often do you feel stressed?,"How would you rate your ""Mental Stamina"" (the ability to think hard for long periods)?","How often do you find yourself ""spacing out"" or losing your train of thought during conversations?","Do you experience ""Audio Lag"" (hearing someone speak but taking a few seconds to understand the meaning)?","On average, how many hours of actual sleep do you get per night?",How often do you wake up in the middle of the night?,How would you rate your overall sleep quality?,How often do you forget basic information in your daily life?,"How much do you rely on ""external reminders"" (alarms, notes, friends) to remember basic daily tasks?","How frequently do you experience ""Brain Fog"" (confusion or lack of clarity)?",How many academic deadlines have you missed or delayed in the last month?,To what extent do you feel sleep deprivation is lowering your GPA?,How often does physical or mental fatigue prevent you from completing your daily goals? ,Do you struggle with making quick decisions or solving logical problems?
2026/04/08 12:24:42 AM GMT+6,27,Male,UIU,2nd Year,3â€“4,Never,Always,Never,1 (Total Exhaustion),Always,No,5â€“6 hours,Never,2 (Poor),Rarely,Completely dependent,Sometimes,5 or more,No impact,Sometimes,Never
2026/03/25 01:37:23 AM GMT+6,28,Female,East West University,4th Year,1â€“2,Always,Never,Always,3 (Full Energy),Never,Yes,6â€“7 hours,Never,2 (Poor),Always,Completely dependent,Sometimes,5 or more,High impact,Rarely,Always
2026/04/15 03:34:57 PM GMT+6,23,Male,North South University (NSU),1st Year,3â€“4,Always,Rarely,Sometimes,2 (Fading Fast),Never,Yes,More than 8 hours,Always,2 (Poor),Rarely,Completely dependent,Sometimes,1â€“2,No impact,Sometimes,Never
2026/04/06 02:05:15 AM GMT+6,24,Male,Stamford University,4th Year,5 or more,Sometimes,Always,Never,2 (Fading Fast),Always,No,5â€“6 hours,Never,3 (Average),Always,Completely dependent,Never,5 or more,Minor impact,Sometimes,Sometimes
2026/04/28 12:42:56 PM GMT+6,22,Male,University of Rajshahi,2nd Year,1â€“2,Sometimes,Never,Always,3 (Full Energy),Never,Yes,6â€“7 hours,Sometimes,4 (Good),Always,Completely dependent,Always,5 or more,High impact,Never,Always
2026/03/07 05:46:20 AM GMT+6,23,Male,Asian University for Women,3rd Year,1â€“2,Never,Never,Often,3 (Full Energy),Sometimes,No,7â€“8 hours,Sometimes,3 (Average),Rarely,Sometimes,Sometimes,1â€“2,Severe impact,Often,Sometimes
2026/03/14 09:30:52 PM GMT+6,22,Female,Noakhali STU,2nd Year,3â€“4,Always,Always,Always,2 (Fading Fast),Always,No,6â€“7 hours,Always,3 (Average),Rarely,Sometimes,Always,5 or more,No impact,Sometimes,Always
2026/03/20 12:07:08 AM GMT+6,26,Male,AIUB,3rd Year,3â€“4,Rarely,Rarely,Rarely,1 (Total Exhaustion),Sometimes,No,6â€“7 hours,Sometimes,5 (Excellent),Sometimes,Completely dependent,Always,3â€“4,Severe impact,Rarely,Never
2026/03/19 09:32:45 PM GMT+6,28,Female,Leading University,Graduated,3â€“4,Never,Rarely,Often,1 (Total Exhaustion),Sometimes,No,5â€“6 hours,Always,5 (Excellent),Always,Not at all,Never,1â€“2,Minor impact,Often,Always
2026/04/05 11:35:29 AM GMT+6,24,Female,North South University (NSU),Graduated,1â€“2,Rarely,Never,Sometimes,2 (Fading Fast),Sometimes,Maybe,Less than 5 hours,Sometimes,1 (Very Poor),Sometimes,Not at all,Sometimes,1â€“2,No impact,Often,Always
2026/03/02 04:43:11 PM GMT+6,27,Female,Khulna University,3rd Year,1â€“2,Never,Sometimes,Never,1 (Total Exhaustion),Sometimes,Yes,Less than 5 hours,Sometimes,1 (Very Poor),Rarely,Sometimes,Always,1â€“2,Moderate impact,Never,Sometimes
2026/04/23 09:32:59 PM GMT+6,22,Male,Comilla University,2nd Year,5 or more,Sometimes,Always,Sometimes,3 (Full Energy),Always,Maybe,6â€“7 hours,Always,1 (Very Poor),Sometimes,Not at all,Always,5 or more,Severe impact,Sometimes,Always
2026/04/03 03:20:29 AM GMT+6,23,Female,Leading University,Graduated,3â€“4,Always,Sometimes,Sometimes,1 (Total Exhaustion),Rarely,No,More than 8 hours,Sometimes,5 (Excellent),Rarely,Completely dependent,Sometimes,3â€“4,Minor impact,Always,Always
2026/03/25 05:53:54 PM GMT+6,24,Male,Comilla University,4th Year,1â€“2,Rarely,Sometimes,Never,3 (Full Energy),Never,No,5â€“6 hours,Never,3 (Average),Never,Sometimes,Never,5 or more,Moderate impact,Never,Never
2026/03/02 10:53:40 AM GMT+6,22,Male,Comilla University,1st Year,3â€“4,Sometimes,Sometimes,Often,2 (Fading Fast),Always,Yes,6â€“7 hours,Sometimes,5 (Excellent),Sometimes,Completely dependent,Always,5 or more,Moderate impact,Rarely,Sometimes
2026/03/26 06:30:40 AM GMT+6,24,Female,Jahangirnagar University,3rd Year,1â€“2,Never,Always,Never,3 (Full Energy),Rarely,No,More than 8 hours,Always,1 (Very Poor),Rarely,Completely dependent,Always,5 or more,High impact,Always,Always
2026/03/19 09:20:10 PM GMT+6,25,Female,MIST,4th Year,1â€“2,Never,Sometimes,Always,2 (Fading Fast),Rarely,Yes,More than 8 hours,Never,2 (Poor),Sometimes,Completely dependent,Always,1â€“2,Minor impact,Sometimes,Always
2026/03/24 12:24:07 AM GMT+6,24,Male,Begum Rokeya University,Graduated,5 or more,Always,Rarely,Always,2 (Fading Fast),Rarely,Yes,5â€“6 hours,Always,3 (Average),Always,Not at all,Always,1â€“2,Minor impact,Always,Sometimes
2026/03/30 10:21:46 AM GMT+6,23,Male,University of Asia Pacific (UAP),1st Year,5 or more,Sometimes,Never,Often,3 (Full Energy),Never,No,7â€“8 hours,Never,4 (Good),Rarely,Completely dependent,Sometimes,3â€“4,No impact,Always,Never
2026/03/23 12:49:11 PM GMT+6,26,Male,AUST,Graduated,5 or more,Always,Never,Always,3 (Full Energy),Sometimes,Yes,7â€“8 hours,Always,2 (Poor),Never,Completely dependent,Always,1â€“2,Severe impact,Never,Never
2026/04/25 08:26:19 AM GMT+6,27,Female,UIU,2nd Year,3â€“4,Never,Sometimes,Often,3 (Full Energy),Rarely,Yes,Less than 5 hours,Sometimes,3 (Average),Always,Sometimes,Sometimes,3â€“4,No impact,Often,Never
2026/03/04 12:59:26 AM GMT+6,23,Female,University of Asia Pacific (UAP),1st Year,1â€“2,Rarely,Rarely,Sometimes,3 (Full Energy),Always,No,Less than 5 hours,Always,5 (Excellent),Always,Completely dependent,Never,3â€“4,High impact,Always,Always
2026/04/28 12:14:12 AM GMT+6,23,Male,MIST,Graduated,3â€“4,Never,Always,Sometimes,2 (Fading Fast),Always,Maybe,7â€“8 hours,Never,1 (Very Poor),Rarely,Sometimes,Never,1â€“2,Moderate impact,Rarely,Always
2026/03/19 10:18:23 AM GMT+6,23,Female,BAU,3rd Year,1â€“2,Never,Sometimes,Always,3 (Full Energy),Never,Maybe,More than 8 hours,Always,4 (Good),Rarely,Completely dependent,Never,5 or more,Moderate impact,Rarely,Never
2026/04/05 01:53:02 PM GMT+6,24,Male,East West University,4th Year,1â€“2,Rarely,Rarely,Always,1 (Total Exhaustion),Always,Maybe,Less than 5 hours,Always,1 (Very Poor),Always,Sometimes,Always,3â€“4,Severe impact,Often,Always
2026/03/02 11:12:01 AM GMT+6,21,Female,East West University,1st Year,5 or more,Sometimes,Never,Often,2 (Fading Fast),Never,Maybe,5â€“6 hours,Sometimes,4 (Good),Sometimes,Completely dependent,Sometimes,3â€“4,Severe impact,Often,Never
2026/04/12 10:13:12 PM GMT+6,23,Female,Jagannath University,2nd Year,3â€“4,Never,Never,Often,1 (Total Exhaustion),Never,No,6â€“7 hours,Sometimes,4 (Good),Sometimes,Completely dependent,Always,3â€“4,High impact,Often,Never
2026/04/22 01:01:30 PM GMT+6,28,Female,North South University (NSU),4th Year,5 or more,Sometimes,Sometimes,Never,3 (Full Energy),Never,Maybe,6â€“7 hours,Never,5 (Excellent),Always,Completely dependent,Never,3â€“4,High impact,Always,Sometimes
2026/03/17 03:44:37 AM GMT+6,23,Male,UIU,Graduated,5 or more,Never,Rarely,Often,1 (Total Exhaustion),Always,Maybe,6â€“7 hours,Never,5 (Excellent),Sometimes,Completely dependent,Never,1â€“2,No impact,Sometimes,Always
2026/04/30 07:55:36 AM GMT+6,27,Female,BRAC University,2nd Year,5 or more,Never,Rarely,Sometimes,1 (Total Exhaustion),Never,Maybe,5â€“6 hours,Never,5 (Excellent),Never,Sometimes,Always,3â€“4,Severe impact,Always,Always
2026/04/20 11:33:02 AM GMT+6,21,Female,East West University,1st Year,1â€“2,Never,Never,Sometimes,3 (Full Energy),Sometimes,Yes,Less than 5 hours,Always,4 (Good),Sometimes,Not at all,Always,1â€“2,Moderate impact,Rarely,Sometimes
2026/04/05 06:08:04 AM GMT+6,26,Male,Comilla University,3rd Year,3â€“4,Never,Rarely,Often,3 (Full Energy),Always,No,5â€“6 hours,Never,4 (Good),Sometimes,Sometimes,Never,1â€“2,High impact,Never,Always
2026/04/05 08:42:17 PM GMT+6,25,Male,Green University,3rd Year,3â€“4,Always,Always,Sometimes,1 (Total Exhaustion),Sometimes,Yes,6â€“7 hours,Sometimes,1 (Very Poor),Sometimes,Sometimes,Always,1â€“2,High impact,Never,Always
2026/04/22 01:31:31 PM GMT+6,24,Male,Noakhali STU,4th Year,5 or more,Sometimes,Rarely,Rarely,2 (Fading Fast),Never,No,7â€“8 hours,Sometimes,4 (Good),Always,Not at all,Sometimes,5 or more,No impact,Sometimes,Never
2026/04/24 01:07:00 AM GMT+6,22,Male,"Independent University, Bangladesh (IUB)",2nd Year,1â€“2,Always,Sometimes,Sometimes,3 (Full Energy),Always,Maybe,6â€“7 hours,Never,1 (Very Poor),Always,Not at all,Always,5 or more,Minor impact,Never,Sometimes
2026/03/26 05:08:38 PM GMT+6,23,Male,AUST,2nd Year,5 or more,Always,Sometimes,Often,3 (Full Energy),Never,Yes,More than 8 hours,Never,4 (Good),Always,Completely dependent,Never,3â€“4,No impact,Often,Sometimes
2026/04/28 05:46:51 AM GMT+6,27,Female,SUST,Graduated,5 or more,Always,Never,Never,3 (Full Energy),Never,Maybe,5â€“6 hours,Sometimes,4 (Good),Never,Not at all,Never,5 or more,Severe impact,Never,Always
2026/03/19 09:32:17 AM GMT+6,23,Male,Green University,3rd Year,3â€“4,Sometimes,Never,Never,2 (Fading Fast),Never,Maybe,Less than 5 hours,Never,4 (Good),Rarely,Not at all,Always,1â€“2,Severe impact,Never,Never
2026/04/09 01:41:25 AM GMT+6,22,Female,Jahangirnagar University,1st Year,3â€“4,Always,Never,Always,2 (Fading Fast),Never,Maybe,7â€“8 hours,Sometimes,5 (Excellent),Never,Completely dependent,Never,3â€“4,Minor impact,Sometimes,Always
2026/03/11 05:40:13 AM GMT+6,25,Female,University of Dhaka,Graduated,3â€“4,Sometimes,Rarely,Never,3 (Full Energy),Rarely,Maybe,6â€“7 hours,Never,1 (Very Poor),Never,Sometimes,Always,1â€“2,No impact,Never,Sometimes
2026/04/03 04:59:01 PM GMT+6,25,Male,BUP,Graduated,3â€“4,Sometimes,Never,Sometimes,1 (Total Exhaustion),Always,Yes,6â€“7 hours,Sometimes,5 (Excellent),Rarely,Sometimes,Never,1â€“2,No impact,Rarely,Never
2026/04/11 05:04:40 AM GMT+6,22,Male,Sylhet Agricultural University,2nd Year,3â€“4,Rarely,Always,Always,3 (Full Energy),Never,Maybe,5â€“6 hours,Never,5 (Excellent),Never,Sometimes,Always,1â€“2,Severe impact,Sometimes,Sometimes
2026/03/24 09:44:09 AM GMT+6,23,Female,Sylhet Agricultural University,2nd Year,3â€“4,Always,Never,Always,1 (Total Exhaustion),Rarely,No,More than 8 hours,Sometimes,5 (Excellent),Never,Completely dependent,Never,5 or more,Severe impact,Sometimes,Sometimes
2026/04/15 06:05:32 AM GMT+6,21,Male,IIUC Chittagong,1st Year,5 or more,Sometimes,Always,Always,2 (Fading Fast),Sometimes,Yes,6â€“7 hours,Never,4 (Good),Rarely,Completely dependent,Never,3â€“4,Severe impact,Never,Never
2026/03/23 12:26:54 PM GMT+6,23,Female,Jagannath University,3rd Year,1â€“2,Rarely,Rarely,Often,1 (Total Exhaustion),Never,Yes,6â€“7 hours,Sometimes,2 (Poor),Sometimes,Completely dependent,Sometimes,1â€“2,Moderate impact,Sometimes,Always
2026/04/28 10:39:25 PM GMT+6,25,Female,Comilla University,4th Year,1â€“2,Rarely,Rarely,Rarely,3 (Full Energy),Sometimes,Yes,More than 8 hours,Always,3 (Average),Rarely,Not at all,Never,1â€“2,Minor impact,Sometimes,Always
2026/04/12 11:06:34 PM GMT+6,22,Female,Noakhali STU,2nd Year,1â€“2,Never,Sometimes,Rarely,1 (Total Exhaustion),Always,No,7â€“8 hours,Never,3 (Average),Rarely,Sometimes,Sometimes,5 or more,Minor impact,Often,Always
2026/04/18 06:11:15 PM GMT+6,23,Male,AIUB,2nd Year,5 or more,Never,Rarely,Often,2 (Fading Fast),Never,No,6â€“7 hours,Always,3 (Average),Sometimes,Completely dependent,Always,5 or more,Moderate impact,Sometimes,Always
2026/03/02 05:50:37 AM GMT+6,28,Male,SUST,Graduated,3â€“4,Sometimes,Sometimes,Rarely,1 (Total Exhaustion),Never,No,6â€“7 hours,Never,4 (Good),Sometimes,Not at all,Sometimes,3â€“4,Severe impact,Sometimes,Never
2026/03/01 07:58:16 PM GMT+6,28,Male,University of Asia Pacific (UAP),Graduated,3â€“4,Sometimes,Sometimes,Sometimes,2 (Fading Fast),Rarely,Yes,5â€“6 hours,Sometimes,4 (Good),Always,Not at all,Always,5 or more,Minor impact,Often,Always
2026/04/21 01:21:18 AM GMT+6,21,Male,BAU,1st Year,1â€“2,Always,Rarely,Always,1 (Total Exhaustion),Always,Maybe,6â€“7 hours,Never,2 (Poor),Never,Completely dependent,Never,5 or more,No impact,Rarely,Sometimes
2026/03/06 07:18:16 PM GMT+6,22,Female,BUP,2nd Year,5 or more,Sometimes,Always,Rarely,1 (Total Exhaustion),Sometimes,Maybe,5â€“6 hours,Always,4 (Good),Always,Completely dependent,Never,1â€“2,No impact,Often,Never
2026/04/05 12:47:28 PM GMT+6,21,Male,BUP,1st Year,5 or more,Never,Sometimes,Sometimes,1 (Total Exhaustion),Rarely,Maybe,5â€“6 hours,Never,3 (Average),Always,Sometimes,Always,3â€“4,High impact,Never,Never
2026/03/05 01:53:19 AM GMT+6,22,Male,Jahangirnagar University,2nd Year,3â€“4,Never,Never,Never,3 (Full Energy),Rarely,No,6â€“7 hours,Sometimes,2 (Poor),Rarely,Sometimes,Never,3â€“4,Moderate impact,Never,Always
2026/04/20 07:54:33 AM GMT+6,25,Male,Comilla University,Graduated,1â€“2,Never,Rarely,Always,1 (Total Exhaustion),Sometimes,No,Less than 5 hours,Sometimes,1 (Very Poor),Rarely,Completely dependent,Never,3â€“4,Moderate impact,Rarely,Always
2026/04/26 08:48:03 AM GMT+6,22,Female,Comilla University,4th Year,5 or more,Rarely,Sometimes,Never,3 (Full Energy),Rarely,Yes,7â€“8 hours,Never,3 (Average),Always,Completely dependent,Never,1â€“2,High impact,Sometimes,Sometimes
2026/04/19 10:15:08 PM GMT+6,23,Male,University of Chittagong,2nd Year,1â€“2,Sometimes,Sometimes,Rarely,3 (Full Energy),Sometimes,No,5â€“6 hours,Never,4 (Good),Always,Sometimes,Always,3â€“4,No impact,Rarely,Always
2026/04/18 07:58:57 PM GMT+6,21,Male,University of Rajshahi,1st Year,3â€“4,Never,Never,Rarely,2 (Fading Fast),Never,Yes,More than 8 hours,Sometimes,1 (Very Poor),Rarely,Sometimes,Always,1â€“2,Severe impact,Sometimes,Sometimes
2026/04/07 04:00:43 AM GMT+6,24,Female,IUT,3rd Year,5 or more,Always,Never,Never,2 (Fading Fast),Always,Maybe,5â€“6 hours,Never,3 (Average),Rarely,Completely dependent,Never,1â€“2,High impact,Often,Always
2026/04/10 02:42:10 PM GMT+6,21,Female,UIU,1st Year,1â€“2,Rarely,Never,Often,3 (Full Energy),Always,No,7â€“8 hours,Sometimes,1 (Very Poor),Sometimes,Completely dependent,Always,5 or more,Minor impact,Sometimes,Always
2026/04/23 08:11:47 AM GMT+6,24,Male,East West University,3rd Year,3â€“4,Sometimes,Sometimes,Sometimes,2 (Fading Fast),Rarely,No,Less than 5 hours,Never,4 (Good),Sometimes,Completely dependent,Sometimes,5 or more,No impact,Never,Sometimes
2026/03/17 06:17:58 AM GMT+6,24,Female,BUET,4th Year,5 or more,Never,Rarely,Often,2 (Fading Fast),Always,Maybe,5â€“6 hours,Sometimes,5 (Excellent),Rarely,Sometimes,Sometimes,5 or more,No impact,Always,Sometimes
2026/03/08 06:46:38 PM GMT+6,22,Male,IUT,4th Year,3â€“4,Sometimes,Rarely,Never,3 (Full Energy),Rarely,No,5â€“6 hours,Sometimes,3 (Average),Never,Not at all,Sometimes,1â€“2,Moderate impact,Rarely,Always
2026/03/07 08:01:37 AM GMT+6,23,Female,Green University,3rd Year,5 or more,Rarely,Rarely,Always,1 (Total Exhaustion),Sometimes,Maybe,Less than 5 hours,Always,5 (Excellent),Always,Completely dependent,Never,3â€“4,Moderate impact,Rarely,Sometimes
2026/04/23 01:10:56 PM GMT+6,24,Female,University of Asia Pacific (UAP),2nd Year,3â€“4,Rarely,Rarely,Never,3 (Full Energy),Always,No,More than 8 hours,Always,1 (Very Poor),Always,Not at all,Never,5 or more,High impact,Never,Sometimes
2026/04/04 01:27:49 PM GMT+6,24,Female,IUT,4th Year,3â€“4,Rarely,Sometimes,Rarely,3 (Full Energy),Never,No,6â€“7 hours,Never,5 (Excellent),Never,Completely dependent,Never,1â€“2,Minor impact,Rarely,Always
2026/03/02 08:14:09 PM GMT+6,22,Male,MIST,1st Year,5 or more,Rarely,Never,Often,2 (Fading Fast),Never,No,More than 8 hours,Sometimes,5 (Excellent),Sometimes,Completely dependent,Never,5 or more,Minor impact,Never,Sometimes
2026/04/05 08:27:30 AM GMT+6,24,Male,IIUC Chittagong,4th Year,3â€“4,Rarely,Never,Always,1 (Total Exhaustion),Sometimes,Yes,6â€“7 hours,Never,2 (Poor),Rarely,Sometimes,Sometimes,1â€“2,Severe impact,Often,Always
2026/04/28 11:56:13 PM GMT+6,23,Male,Asian University for Women,3rd Year,5 or more,Never,Never,Rarely,3 (Full Energy),Always,No,5â€“6 hours,Never,4 (Good),Rarely,Sometimes,Sometimes,1â€“2,High impact,Always,Never
2026/03/04 07:58:48 PM GMT+6,22,Female,Green University,2nd Year,5 or more,Never,Always,Sometimes,2 (Fading Fast),Never,No,6â€“7 hours,Always,4 (Good),Always,Sometimes,Never,1â€“2,Moderate impact,Never,Never
2026/04/13 01:43:59 AM GMT+6,21,Male,North South University (NSU),1st Year,3â€“4,Sometimes,Never,Sometimes,3 (Full Energy),Always,Maybe,More than 8 hours,Never,3 (Average),Sometimes,Not at all,Never,3â€“4,No impact,Rarely,Never
2026/03/09 03:55:45 PM GMT+6,26,Male,Sylhet Agricultural University,Graduated,3â€“4,Rarely,Sometimes,Always,1 (Total Exhaustion),Always,Maybe,Less than 5 hours,Always,5 (Excellent),Always,Sometimes,Sometimes,5 or more,Minor impact,Often,Sometimes
2026/04/02 09:33:06 AM GMT+6,28,Male,IIUC Chittagong,4th Year,3â€“4,Always,Rarely,Always,1 (Total Exhaustion),Rarely,No,More than 8 hours,Always,3 (Average),Always,Not at all,Never,5 or more,No impact,Rarely,Always
2026/03/27 03:22:13 PM GMT+6,22,Male,Begum Rokeya University,2nd Year,5 or more,Never,Sometimes,Always,2 (Fading Fast),Rarely,No,7â€“8 hours,Sometimes,1 (Very Poor),Sometimes,Completely dependent,Never,5 or more,No impact,Sometimes,Never
2026/03/25 07:54:36 PM GMT+6,26,Male,BUET,3rd Year,3â€“4,Sometimes,Rarely,Never,2 (Fading Fast),Always,No,More than 8 hours,Always,2 (Poor),Rarely,Not at all,Sometimes,3â€“4,High impact,Never,Sometimes
2026/04/24 07:01:53 AM GMT+6,27,Female,Sylhet Agricultural University,Graduated,1â€“2,Never,Rarely,Sometimes,2 (Fading Fast),Rarely,Yes,Less than 5 hours,Always,2 (Poor),Rarely,Completely dependent,Always,1â€“2,Severe impact,Always,Always
2026/03/18 02:57:37 AM GMT+6,24,Female,DIU,Graduated,3â€“4,Always,Always,Rarely,3 (Full Energy),Sometimes,Yes,6â€“7 hours,Never,2 (Poor),Rarely,Sometimes,Always,5 or more,Severe impact,Often,Always
2026/04/16 08:53:37 AM GMT+6,23,Male,BUET,4th Year,1â€“2,Sometimes,Sometimes,Never,2 (Fading Fast),Rarely,Maybe,Less than 5 hours,Always,5 (Excellent),Sometimes,Sometimes,Never,5 or more,Minor impact,Sometimes,Sometimes
2026/04/30 01:44:34 AM GMT+6,22,Female,University of Dhaka,1st Year,3â€“4,Never,Never,Sometimes,1 (Total Exhaustion),Never,Maybe,Less than 5 hours,Always,4 (Good),Always,Not at all,Never,5 or more,No impact,Often,Never
2026/03/23 06:11:27 AM GMT+6,24,Female,Khulna University,4th Year,1â€“2,Sometimes,Never,Never,1 (Total Exhaustion),Rarely,No,6â€“7 hours,Sometimes,4 (Good),Never,Not at all,Always,1â€“2,No impact,Never,Never
2026/04/05 08:40:18 AM GMT+6,25,Male,University of Dhaka,Graduated,1â€“2,Sometimes,Never,Rarely,2 (Fading Fast),Sometimes,No,7â€“8 hours,Always,4 (Good),Never,Sometimes,Sometimes,3â€“4,No impact,Never,Always
2026/04/10 10:37:59 PM GMT+6,23,Male,SUST,3rd Year,5 or more,Never,Rarely,Always,3 (Full Energy),Rarely,Yes,Less than 5 hours,Always,5 (Excellent),Rarely,Not at all,Never,1â€“2,No impact,Rarely,Always
2026/04/16 07:57:44 PM GMT+6,24,Female,Noakhali STU,4th Year,5 or more,Never,Never,Never,3 (Full Energy),Always,Maybe,Less than 5 hours,Never,3 (Average),Sometimes,Not at all,Always,3â€“4,Moderate impact,Rarely,Always
2026/03/04 10:56:28 AM GMT+6,22,Female,BUET,2nd Year,5 or more,Sometimes,Rarely,Often,3 (Full Energy),Always,Maybe,6â€“7 hours,Never,4 (Good),Always,Sometimes,Sometimes,3â€“4,Moderate impact,Sometimes,Sometimes
2026/03/28 05:57:05 AM GMT+6,23,Female,BUP,3rd Year,1â€“2,Always,Sometimes,Sometimes,3 (Full Energy),Never,Yes,5â€“6 hours,Never,4 (Good),Sometimes,Completely dependent,Sometimes,1â€“2,High impact,Often,Never
2026/04/05 01:25:04 AM GMT+6,23,Female,University of Rajshahi,4th Year,1â€“2,Never,Always,Rarely,1 (Total Exhaustion),Always,Maybe,5â€“6 hours,Sometimes,5 (Excellent),Rarely,Sometimes,Sometimes,1â€“2,No impact,Rarely,Always
2026/04/28 02:47:59 PM GMT+6,24,Female,BAU,4th Year,1â€“2,Never,Always,Rarely,1 (Total Exhaustion),Never,Maybe,Less than 5 hours,Always,1 (Very Poor),Sometimes,Not at all,Sometimes,1â€“2,Moderate impact,Always,Never
2026/04/24 03:53:16 AM GMT+6,22,Male,Stamford University,2nd Year,3â€“4,Sometimes,Always,Always,2 (Fading Fast),Always,No,More than 8 hours,Sometimes,2 (Poor),Sometimes,Sometimes,Sometimes,3â€“4,No impact,Never,Sometimes
2026/03/13 09:20:05 PM GMT+6,28,Female,Noakhali STU,Graduated,1â€“2,Never,Always,Never,2 (Fading Fast),Rarely,Maybe,Less than 5 hours,Sometimes,3 (Average),Always,Completely dependent,Always,5 or more,High impact,Always,Always
2026/04/18 12:57:21 AM GMT+6,22,Female,Jagannath University,1st Year,5 or more,Never,Sometimes,Often,1 (Total Exhaustion),Never,Yes,5â€“6 hours,Always,5 (Excellent),Rarely,Completely dependent,Never,3â€“4,Severe impact,Never,Always
2026/03/04 05:30:15 AM GMT+6,23,Male,Khulna University,4th Year,1â€“2,Sometimes,Sometimes,Rarely,3 (Full Energy),Rarely,Yes,More than 8 hours,Sometimes,5 (Excellent),Sometimes,Sometimes,Sometimes,1â€“2,Moderate impact,Often,Sometimes
2026/04/18 05:16:43 PM GMT+6,24,Female,North South University (NSU),Graduated,5 or more,Never,Never,Never,1 (Total Exhaustion),Sometimes,Maybe,More than 8 hours,Sometimes,1 (Very Poor),Rarely,Sometimes,Always,3â€“4,No impact,Rarely,Always
2026/04/21 07:08:20 AM GMT+6,24,Female,BAU,4th Year,3â€“4,Always,Never,Always,2 (Fading Fast),Always,Yes,Less than 5 hours,Sometimes,5 (Excellent),Sometimes,Completely dependent,Always,3â€“4,Minor impact,Always,Never
2026/03/13 09:27:40 PM GMT+6,22,Male,Sylhet Agricultural University,2nd Year,5 or more,Always,Never,Often,1 (Total Exhaustion),Sometimes,No,5â€“6 hours,Always,3 (Average),Sometimes,Completely dependent,Never,5 or more,Severe impact,Never,Sometimes
2026/03/04 03:42:41 PM GMT+6,25,Female,IIUC Chittagong,Graduated,1â€“2,Never,Sometimes,Often,1 (Total Exhaustion),Never,No,Less than 5 hours,Sometimes,1 (Very Poor),Never,Completely dependent,Sometimes,1â€“2,Minor impact,Sometimes,Never
2026/04/25 08:37:47 PM GMT+6,25,Female,BRAC University,Graduated,5 or more,Sometimes,Sometimes,Sometimes,3 (Full Energy),Sometimes,Yes,5â€“6 hours,Never,3 (Average),Never,Not at all,Sometimes,3â€“4,Severe impact,Rarely,Never
2026/03/03 12:38:35 AM GMT+6,21,Male,Jagannath University,1st Year,5 or more,Sometimes,Never,Often,1 (Total Exhaustion),Rarely,Maybe,6â€“7 hours,Always,3 (Average),Rarely,Completely dependent,Sometimes,1â€“2,Severe impact,Sometimes,Sometimes
2026/03/17 07:11:16 AM GMT+6,21,Male,University of Rajshahi,1st Year,3â€“4,Always,Rarely,Always,3 (Full Energy),Always,Yes,7â€“8 hours,Never,4 (Good),Never,Completely dependent,Never,5 or more,Moderate impact,Sometimes,Never
2026/03/11 03:26:28 PM GMT+6,21,Female,East West University,1st Year,1â€“2,Sometimes,Sometimes,Sometimes,3 (Full Energy),Sometimes,Maybe,Less than 5 hours,Always,2 (Poor),Never,Completely dependent,Always,5 or more,Minor impact,Never,Never
2026/03/12 09:08:59 PM GMT+6,22,Female,Khulna University,3rd Year,3â€“4,Rarely,Sometimes,Always,3 (Full Energy),Sometimes,Maybe,6â€“7 hours,Always,1 (Very Poor),Sometimes,Completely dependent,Always,1â€“2,No impact,Sometimes,Sometimes
2026/03/09 10:32:58 AM GMT+6,25,Female,Green University,1st Year,1â€“2,Sometimes,Sometimes,Rarely,1 (Total Exhaustion),Sometimes,Yes,6â€“7 hours,Always,1 (Very Poor),Always,Sometimes,Always,3â€“4,No impact,Rarely,Sometimes
2026/04/10 04:46:35 PM GMT+6,25,Female,BAU,Graduated,3â€“4,Never,Always,Always,3 (Full Energy),Rarely,No,5â€“6 hours,Sometimes,4 (Good),Never,Not at all,Never,5 or more,Moderate impact,Rarely,Always
2026/03/12 11:43:50 PM GMT+6,24,Female,MIST,Graduated,3â€“4,Sometimes,Rarely,Never,1 (Total Exhaustion),Always,Yes,More than 8 hours,Never,2 (Poor),Never,Not at all,Always,3â€“4,High impact,Often,Sometimes
2026/03/01 04:36:32 AM GMT+6,22,Male,BUP,2nd Year,3â€“4,Rarely,Always,Always,2 (Fading Fast),Rarely,Maybe,6â€“7 hours,Never,4 (Good),Never,Sometimes,Always,3â€“4,High impact,Often,Always
2026/04/14 12:52:07 AM GMT+6,23,Female,IIUC Chittagong,1st Year,1â€“2,Sometimes,Always,Often,3 (Full Energy),Never,Yes,5â€“6 hours,Sometimes,4 (Good),Rarely,Sometimes,Always,5 or more,Minor impact,Often,Sometimes
2026/03/28 03:53:13 PM GMT+6,22,Male,AIUB,2nd Year,3â€“4,Always,Rarely,Often,3 (Full Energy),Sometimes,Yes,6â€“7 hours,Never,3 (Average),Never,Not at all,Never,1â€“2,Severe impact,Rarely,Never
